"disease","state","lga","epiweek","cas"
"Measles","Sokoto","Isa","2017-37","0"
"Meningitis","Sokoto","Isa","2017-37","2"
"Cholera","Sokoto","Isa","2017-37","11"
"Measles","Sokoto","Kebbe","2017-37","10"
"Meningitis","Sokoto","Kebbe","2017-37","0"
"Cholera","Sokoto","Kebbe","2017-37","0"
"Measles","Sokoto","Kware","2017-37","14"
"Meningitis","Sokoto","Kware","2017-37","7"
"Cholera","Sokoto","Kware","2017-37","1"
"Measles","Sokoto","Rabah","2017-37","0"
"Meningitis","Sokoto","Rabah","2017-37","6"
"Cholera","Sokoto","Rabah","2017-37","4"
"Meningitis","Sokoto","Sabon Birni","2017-37","0"
"Cholera","Sokoto","Sabon Birni","2017-37","0"
"Measles","Sokoto","Shagari","2017-37","10"
"Meningitis","Sokoto","Shagari","2017-37","2"
"Cholera","Sokoto","Shagari","2017-37","3"
"Meningitis","Sokoto","Silame","2017-37","25"
"Cholera","Sokoto","Silame","2017-37","1"
"Measles","Sokoto","Sokoto North","2017-37","4"
"Meningitis","Sokoto","Sokoto North","2017-37","8"
"Cholera","Sokoto","Sokoto North","2017-37","9"
"Measles","Sokoto","Sokoto South","2017-37","2"
"Meningitis","Sokoto","Tambuwal","2017-37","0"
"Cholera","Sokoto","Tambuwal","2017-37","0"
"Meningitis","Sokoto","Tangaza","2017-37","1"
"Cholera","Sokoto","Tangaza","2017-37","0"
"Measles","Sokoto","Tureta","2017-37","0"
"Meningitis","Sokoto","Tureta","2017-37","4"
"Cholera","Sokoto","Tureta","2017-37","0"
"Measles","Sokoto","Wamako","2017-37","13"
"Meningitis","Sokoto","Wamako","2017-37","3"
"Cholera","Sokoto","Wamako","2017-37","12"
"Measles","Sokoto","Wurno","2017-37","9"
"Meningitis","Sokoto","Wurno","2017-37","0"
"Measles","Sokoto","Yabo","2017-37","7"
"Meningitis","Sokoto","Yabo","2017-37","3"
"Cholera","Sokoto","Yabo","2017-37","19"
"Measles","Zamfara","Anka","2017-37","0"
"Meningitis","Zamfara","Anka","2017-37","8"
"Cholera","Zamfara","Anka","2017-37","0"
"Measles","Zamfara","Bakura","2017-37","47"
"Meningitis","Zamfara","Bakura","2017-37","41"
"Cholera","Zamfara","Bakura","2017-37","19"
"Measles","Zamfara","Birnin Magaji","2017-37","2"
"Meningitis","Zamfara","Birnin Magaji","2017-37","2"
"Cholera","Zamfara","Birnin Magaji","2017-37","0"
"Measles","Zamfara","Bukkuyum","2017-37","12"
"Meningitis","Zamfara","Bukkuyum","2017-37","21"
"Measles","Zamfara","Bungudu","2017-37","0"
"Meningitis","Zamfara","Bungudu","2017-37","0"
"Cholera","Zamfara","Bungudu","2017-37","0"
"Meningitis","Zamfara","Gummi","2017-37","16"
"Cholera","Zamfara","Gummi","2017-37","1"
"Measles","Zamfara","Gusau","2017-37","2"
"Meningitis","Zamfara","Gusau","2017-37","9"
"Cholera","Zamfara","Gusau","2017-37","15"
"Measles","Zamfara","Kaura Namoda","2017-37","5"
"Meningitis","Zamfara","Kaura Namoda","2017-37","27"
"Cholera","Zamfara","Kaura Namoda","2017-37","2"
"Measles","Zamfara","Maradun","2017-37","1"
"Cholera","Zamfara","Maru","2017-37","13"
"Measles","Zamfara","Shinkafi","2017-37","0"
"Meningitis","Zamfara","Shinkafi","2017-37","0"
"Cholera","Zamfara","Shinkafi","2017-37","14"
"Measles","Zamfara","Talata Mafara","2017-37","1"
"Meningitis","Zamfara","Talata Mafara","2017-37","1"
"Meningitis","Zamfara","Tsafe","2017-37","1"
"Cholera","Zamfara","Tsafe","2017-37","1"
"Measles","Zamfara","Zurmi","2017-37","0"
"Cholera","Zamfara","Zurmi","2017-37","0"
"Measles","Kebbi","Aliero","2017-38","0"
"Meningitis","Kebbi","Aliero","2017-38","15"
"Cholera","Kebbi","Aliero","2017-38","12"
"Measles","Kebbi","Arewa","2017-38","82"
"Cholera","Kebbi","Arewa","2017-38","0"
"Measles","Kebbi","Argungu","2017-38","62"
"Meningitis","Kebbi","Argungu","2017-38","23"
"Cholera","Kebbi","Argungu","2017-38","0"
"Measles","Kebbi","Augie","2017-38","18"
"Cholera","Kebbi","Augie","2017-38","5"
"Measles","Kebbi","Bagudo","2017-38","4"
"Meningitis","Kebbi","Bagudo","2017-38","15"
"Cholera","Kebbi","Bagudo","2017-38","27"
"Measles","Kebbi","Birnin Kebbi","2017-38","1"
"Measles","Kebbi","Bunza","2017-38","0"
"Meningitis","Kebbi","Bunza","2017-38","7"
"Cholera","Kebbi","Bunza","2017-38","0"
"Measles","Kebbi","Dandi","2017-38","4"
"Meningitis","Kebbi","Dandi","2017-38","34"
"Cholera","Kebbi","Dandi","2017-38","16"
"Measles","Kebbi","Danko Wasagu","2017-38","4"
"Meningitis","Kebbi","Danko Wasagu","2017-38","9"
"Cholera","Kebbi","Danko Wasagu","2017-38","13"
"Meningitis","Kebbi","Fakai","2017-38","0"
"Cholera","Kebbi","Fakai","2017-38","9"
"Measles","Kebbi","Gwandu","2017-38","10"
"Meningitis","Kebbi","Gwandu","2017-38","13"
"Cholera","Kebbi","Gwandu","2017-38","11"
"Measles","Kebbi","Jega","2017-38","4"
"Meningitis","Kebbi","Jega","2017-38","0"
"Cholera","Kebbi","Jega","2017-38","4"
"Measles","Kebbi","Kalgo","2017-38","4"
"Meningitis","Kebbi","Kalgo","2017-38","0"
"Measles","Kebbi","Koko Besse","2017-38","8"
"Measles","Kebbi","Maiyama","2017-38","0"
"Meningitis","Kebbi","Maiyama","2017-38","0"
"Cholera","Kebbi","Maiyama","2017-38","6"
"Measles","Kebbi","Ngaski","2017-38","18"
"Meningitis","Kebbi","Ngaski","2017-38","0"
"Cholera","Kebbi","Ngaski","2017-38","0"
"Measles","Kebbi","Sakaba","2017-38","2"
"Meningitis","Kebbi","Sakaba","2017-38","0"
"Measles","Kebbi","Shanga","2017-38","12"
"Meningitis","Kebbi","Shanga","2017-38","27"
"Cholera","Kebbi","Shanga","2017-38","0"
"Measles","Kebbi","Suru","2017-38","0"
"Meningitis","Kebbi","Suru","2017-38","0"
"Cholera","Kebbi","Suru","2017-38","0"
"Meningitis","Kebbi","Yauri","2017-38","9"
"Measles","Kebbi","Zuru","2017-38","0"
"Meningitis","Kebbi","Zuru","2017-38","0"
"Cholera","Kebbi","Zuru","2017-38","0"
"Measles","Niger","Agaie","2017-38","28"
"Meningitis","Niger","Agaie","2017-38","13"
"Cholera","Niger","Agaie","2017-38","2"
"Measles","Niger","Agwara","2017-38","8"
"Meningitis","Niger","Agwara","2017-38","16"
"Cholera","Niger","Agwara","2017-38","0"
"Measles","Niger","Bida","2017-38","4"
"Meningitis","Niger","Bida","2017-38","2"
"Cholera","Niger","Bida","2017-38","11"
"Measles","Niger","Borgu","2017-38","3"
"Meningitis","Niger","Borgu","2017-38","4"
"Cholera","Niger","Borgu","2017-38","0"
"Measles","Niger","Bosso","2017-38","2"
"Meningitis","Niger","Bosso","2017-38","0"
"Cholera","Niger","Bosso","2017-38","22"
"Meningitis","Niger","Chanchaga","2017-38","12"
"Cholera","Niger","Chanchaga","2017-38","0"
"Measles","Niger","Edati","2017-38","0"
"Meningitis","Niger","Edati","2017-38","1"
"Measles","Niger","Gbako","2017-38","7"
"Meningitis","Niger","Gbako","2017-38","5"
"Cholera","Niger","Gbako","2017-38","3"
"Measles","Niger","Gurara","2017-38","23"
"Meningitis","Niger","Gurara","2017-38","56"
"Cholera","Niger","Gurara","2017-38","10"
"Measles","Niger","Katcha","2017-38","9"
"Meningitis","Niger","Katcha","2017-38","1"
"Cholera","Niger","Katcha","2017-38","1"
"Measles","Niger","Kontagora","2017-38","7"
"Meningitis","Niger","Kontagora","2017-38","0"
"Cholera","Niger","Kontagora","2017-38","0"
"Measles","Niger","Lapai","2017-38","1"
"Meningitis","Niger","Lapai","2017-38","9"
"Cholera","Niger","Lapai","2017-38","0"
"Measles","Niger","Lavun","2017-38","0"
"Meningitis","Niger","Lavun","2017-38","0"
"Cholera","Niger","Lavun","2017-38","2"
"Measles","Niger","Magama","2017-38","0"
"Meningitis","Niger","Magama","2017-38","3"
"Cholera","Niger","Magama","2017-38","4"
"Measles","Niger","Mariga","2017-38","10"
"Meningitis","Niger","Mariga","2017-38","16"
"Cholera","Niger","Mariga","2017-38","1"
"Measles","Niger","Mashegu","2017-38","14"
"Meningitis","Niger","Mashegu","2017-38","0"
"Cholera","Niger","Mashegu","2017-38","2"
"Measles","Niger","Mokwa","2017-38","0"
"Meningitis","Niger","Mokwa","2017-38","54"
"Cholera","Niger","Mokwa","2017-38","32"
"Measles","Niger","Muya","2017-38","0"
"Meningitis","Niger","Muya","2017-38","0"
"Cholera","Niger","Muya","2017-38","0"
"Measles","Niger","Paikoro","2017-38","0"
"Meningitis","Niger","Paikoro","2017-38","8"
"Cholera","Niger","Paikoro","2017-38","2"
"Measles","Niger","Rafi","2017-38","0"
"Meningitis","Niger","Rafi","2017-38","2"
"Cholera","Niger","Rafi","2017-38","0"
"Measles","Niger","Rijau","2017-38","4"
"Meningitis","Niger","Rijau","2017-38","1"
"Measles","Niger","Shiroro","2017-38","17"
"Meningitis","Niger","Shiroro","2017-38","12"
"Cholera","Niger","Shiroro","2017-38","1"
"Measles","Niger","Suleja","2017-38","10"
"Meningitis","Niger","Suleja","2017-38","8"
"Cholera","Niger","Suleja","2017-38","0"
"Measles","Niger","Tafa","2017-38","0"
"Meningitis","Niger","Tafa","2017-38","0"
"Cholera","Niger","Tafa","2017-38","0"
"Measles","Niger","Wushishi","2017-38","4"
"Meningitis","Niger","Wushishi","2017-38","2"
"Cholera","Niger","Wushishi","2017-38","23"
"Measles","Sokoto","Binji","2017-38","8"
"Meningitis","Sokoto","Binji","2017-38","4"
"Cholera","Sokoto","Binji","2017-38","1"
"Measles","Sokoto","Bodinga","2017-38","20"
"Meningitis","Sokoto","Bodinga","2017-38","3"
"Cholera","Sokoto","Bodinga","2017-38","6"
"Measles","Sokoto","Dange Shuni","2017-38","1"
"Meningitis","Sokoto","Dange Shuni","2017-38","15"
"Cholera","Sokoto","Dange Shuni","2017-38","23"
"Measles","Sokoto","Gada","2017-38","5"
"Meningitis","Sokoto","Gada","2017-38","2"
"Measles","Sokoto","Goronyo","2017-38","12"
"Meningitis","Sokoto","Goronyo","2017-38","0"
"Measles","Sokoto","Gudu","2017-38","4"
"Meningitis","Sokoto","Gudu","2017-38","8"
"Cholera","Sokoto","Gudu","2017-38","2"
"Measles","Sokoto","Gwadabawa","2017-38","0"
"Meningitis","Sokoto","Gwadabawa","2017-38","0"
"Cholera","Sokoto","Gwadabawa","2017-38","24"
"Measles","Sokoto","Illela","2017-38","0"
"Meningitis","Sokoto","Illela","2017-38","8"
"Cholera","Sokoto","Illela","2017-38","0"
"Measles","Sokoto","Isa","2017-38","56"
"Meningitis","Sokoto","Isa","2017-38","7"
"Cholera","Sokoto","Isa","2017-38","11"
"Measles","Sokoto","Kebbe","2017-38","1"
"Cholera","Sokoto","Kebbe","2017-38","1"
"Measles","Sokoto","Kware","2017-38","2"
"Meningitis","Sokoto","Kware","2017-38","0"
"Cholera","Sokoto","Kware","2017-38","0"
"Measles","Sokoto","Rabah","2017-38","6"
"Meningitis","Sokoto","Rabah","2017-38","6"
"Cholera","Sokoto","Rabah","2017-38","8"
"Measles","Sokoto","Sabon Birni","2017-38","3"
"Meningitis","Sokoto","Sabon Birni","2017-38","0"
"Cholera","Sokoto","Sabon Birni","2017-38","0"
"Measles","Sokoto","Shagari","2017-38","0"
"Meningitis","Sokoto","Shagari","2017-38","0"
"Cholera","Sokoto","Shagari","2017-38","4"
"Measles","Sokoto","Silame","2017-38","34"
"Meningitis","Sokoto","Silame","2017-38","0"
"Cholera","Sokoto","Silame","2017-38","1"
"Measles","Sokoto","Sokoto North","2017-38","10"
"Meningitis","Sokoto","Sokoto North","2017-38","0"
"Cholera","Sokoto","Sokoto North","2017-38","0"
"Measles","Sokoto","Sokoto South","2017-38","13"
"Meningitis","Sokoto","Sokoto South","2017-38","0"
"Cholera","Sokoto","Sokoto South","2017-38","0"
"Measles","Sokoto","Tambuwal","2017-38","0"
"Meningitis","Sokoto","Tambuwal","2017-38","0"
"Measles","Sokoto","Tangaza","2017-38","0"
"Meningitis","Sokoto","Tangaza","2017-38","5"
"Cholera","Sokoto","Tangaza","2017-38","16"
"Measles","Sokoto","Tureta","2017-38","4"
"Meningitis","Sokoto","Tureta","2017-38","1"
"Cholera","Sokoto","Tureta","2017-38","7"
"Measles","Sokoto","Wamako","2017-38","0"
"Meningitis","Sokoto","Wamako","2017-38","0"
"Cholera","Sokoto","Wamako","2017-38","0"
"Measles","Sokoto","Wurno","2017-38","6"
"Meningitis","Sokoto","Wurno","2017-38","7"
"Cholera","Sokoto","Wurno","2017-38","0"
"Measles","Sokoto","Yabo","2017-38","2"
"Meningitis","Sokoto","Yabo","2017-38","12"
"Cholera","Sokoto","Yabo","2017-38","2"
"Measles","Zamfara","Anka","2017-38","3"
"Meningitis","Zamfara","Anka","2017-38","0"
"Cholera","Zamfara","Anka","2017-38","0"
"Measles","Zamfara","Bakura","2017-38","0"
"Meningitis","Zamfara","Bakura","2017-38","13"
"Cholera","Zamfara","Bakura","2017-38","0"
"Measles","Zamfara","Birnin Magaji","2017-38","23"
"Cholera","Zamfara","Birnin Magaji","2017-38","0"
"Measles","Zamfara","Bukkuyum","2017-38","0"
"Meningitis","Zamfara","Bukkuyum","2017-38","5"
"Cholera","Zamfara","Bukkuyum","2017-38","0"
"Measles","Zamfara","Bungudu","2017-38","1"
"Measles","Zamfara","Gummi","2017-38","0"
"Meningitis","Zamfara","Gummi","2017-38","0"
"Cholera","Zamfara","Gummi","2017-38","0"
"Measles","Zamfara","Gusau","2017-38","1"
"Meningitis","Zamfara","Gusau","2017-38","2"
"Cholera","Zamfara","Gusau","2017-38","14"
"Measles","Zamfara","Kaura Namoda","2017-38","2"
"Meningitis","Zamfara","Kaura Namoda","2017-38","0"
"Cholera","Zamfara","Kaura Namoda","2017-38","3"
"Measles","Zamfara","Maradun","2017-38","7"
"Meningitis","Zamfara","Maradun","2017-38","0"
"Cholera","Zamfara","Maradun","2017-38","12"
"Measles","Zamfara","Maru","2017-38","0"
"Meningitis","Zamfara","Maru","2017-38","26"
"Cholera","Zamfara","Maru","2017-38","0"
"Measles","Zamfara","Shinkafi","2017-38","11"
"Meningitis","Zamfara","Shinkafi","2017-38","47"
"Cholera","Zamfara","Shinkafi","2017-38","17"
"Measles","Zamfara","Talata Mafara","2017-38","0"
"Meningitis","Zamfara","Talata Mafara","2017-38","0"
"Cholera","Zamfara","Talata Mafara","2017-38","3"
"Measles","Zamfara","Tsafe","2017-38","0"
"Meningitis","Zamfara","Tsafe","2017-38","14"
"Cholera","Zamfara","Tsafe","2017-38","0"
"Measles","Zamfara","Zurmi","2017-38","2"
"Meningitis","Zamfara","Zurmi","2017-38","6"
"Cholera","Zamfara","Zurmi","2017-38","0"
"Measles","Kebbi","Aliero","2017-39","3"
"Meningitis","Kebbi","Aliero","2017-39","0"
"Cholera","Kebbi","Aliero","2017-39","18"
"Measles","Kebbi","Arewa","2017-39","0"
"Meningitis","Kebbi","Arewa","2017-39","0"
"Cholera","Kebbi","Arewa","2017-39","8"
"Measles","Kebbi","Argungu","2017-39","26"
"Meningitis","Kebbi","Argungu","2017-39","1"
"Cholera","Kebbi","Argungu","2017-39","8"
"Measles","Kebbi","Augie","2017-39","2"
"Cholera","Kebbi","Augie","2017-39","0"
"Measles","Kebbi","Bagudo","2017-39","1"
"Meningitis","Kebbi","Bagudo","2017-39","0"
"Cholera","Kebbi","Bagudo","2017-39","13"
"Measles","Kebbi","Birnin Kebbi","2017-39","0"
"Meningitis","Kebbi","Birnin Kebbi","2017-39","8"
"Cholera","Kebbi","Birnin Kebbi","2017-39","5"
"Measles","Kebbi","Bunza","2017-39","3"
"Meningitis","Kebbi","Bunza","2017-39","0"
"Cholera","Kebbi","Bunza","2017-39","0"
"Meningitis","Kebbi","Dandi","2017-39","0"
"Cholera","Kebbi","Dandi","2017-39","2"
"Measles","Kebbi","Danko Wasagu","2017-39","2"
"Meningitis","Kebbi","Danko Wasagu","2017-39","12"
"Cholera","Kebbi","Danko Wasagu","2017-39","0"
"Measles","Kebbi","Fakai","2017-39","0"
"Meningitis","Kebbi","Fakai","2017-39","4"
"Cholera","Kebbi","Fakai","2017-39","5"
"Measles","Kebbi","Gwandu","2017-39","0"
"Meningitis","Kebbi","Gwandu","2017-39","3"
"Measles","Kebbi","Jega","2017-39","0"
"Meningitis","Kebbi","Jega","2017-39","0"
"Cholera","Kebbi","Jega","2017-39","6"
"Measles","Kebbi","Kalgo","2017-39","1"
"Meningitis","Kebbi","Kalgo","2017-39","13"
"Cholera","Kebbi","Kalgo","2017-39","12"
"Measles","Kebbi","Koko Besse","2017-39","5"
"Meningitis","Kebbi","Koko Besse","2017-39","0"
"Measles","Kebbi","Maiyama","2017-39","15"
"Meningitis","Kebbi","Maiyama","2017-39","5"
"Cholera","Kebbi","Maiyama","2017-39","0"
"Measles","Kebbi","Ngaski","2017-39","29"
"Meningitis","Kebbi","Ngaski","2017-39","2"
"Cholera","Kebbi","Ngaski","2017-39","8"
"Measles","Kebbi","Sakaba","2017-39","6"
"Cholera","Kebbi","Sakaba","2017-39","0"
"Measles","Kebbi","Shanga","2017-39","0"
"Meningitis","Kebbi","Shanga","2017-39","11"
"Cholera","Kebbi","Shanga","2017-39","0"
"Meningitis","Kebbi","Suru","2017-39","2"
"Measles","Kebbi","Yauri","2017-39","1"
"Meningitis","Kebbi","Yauri","2017-39","0"
"Measles","Kebbi","Zuru","2017-39","1"
"Meningitis","Kebbi","Zuru","2017-39","0"
"Measles","Niger","Agaie","2017-39","18"
"Meningitis","Niger","Agaie","2017-39","1"
"Cholera","Niger","Agaie","2017-39","25"
"Measles","Niger","Agwara","2017-39","4"
"Meningitis","Niger","Agwara","2017-39","6"
"Cholera","Niger","Agwara","2017-39","23"
"Measles","Niger","Bida","2017-39","6"
"Meningitis","Niger","Bida","2017-39","0"
"Measles","Niger","Borgu","2017-39","6"
"Meningitis","Niger","Borgu","2017-39","2"
"Cholera","Niger","Borgu","2017-39","1"
"Measles","Niger","Bosso","2017-39","0"
"Meningitis","Niger","Bosso","2017-39","20"
"Cholera","Niger","Bosso","2017-39","0"
"Meningitis","Niger","Chanchaga","2017-39","5"
"Measles","Niger","Edati","2017-39","3"
"Meningitis","Niger","Edati","2017-39","0"
"Cholera","Niger","Edati","2017-39","9"
"Measles","Niger","Gbako","2017-39","8"
"Meningitis","Niger","Gbako","2017-39","5"
"Cholera","Niger","Gbako","2017-39","13"
"Measles","Niger","Gurara","2017-39","5"
"Meningitis","Niger","Gurara","2017-39","6"
"Measles","Niger","Katcha","2017-39","44"
"Meningitis","Niger","Katcha","2017-39","0"
"Cholera","Niger","Katcha","2017-39","2"
"Measles","Niger","Kontagora","2017-39","27"
"Meningitis","Niger","Kontagora","2017-39","1"
"Cholera","Niger","Kontagora","2017-39","0"
"Measles","Niger","Lapai","2017-39","1"
"Meningitis","Niger","Lapai","2017-39","0"
"Cholera","Niger","Lapai","2017-39","3"
"Measles","Niger","Lavun","2017-39","9"
"Meningitis","Niger","Lavun","2017-39","4"
"Cholera","Niger","Lavun","2017-39","25"
"Measles","Niger","Magama","2017-39","3"
"Meningitis","Niger","Magama","2017-39","17"
"Measles","Niger","Mariga","2017-39","26"
"Meningitis","Niger","Mariga","2017-39","14"
"Cholera","Niger","Mariga","2017-39","0"
"Measles","Niger","Mashegu","2017-39","1"
"Meningitis","Niger","Mashegu","2017-39","1"
"Measles","Niger","Mokwa","2017-39","3"
"Meningitis","Niger","Mokwa","2017-39","1"
"Cholera","Niger","Mokwa","2017-39","0"
"Measles","Niger","Muya","2017-39","11"
"Meningitis","Niger","Muya","2017-39","0"
"Cholera","Niger","Muya","2017-39","3"
"Meningitis","Niger","Paikoro","2017-39","0"
"Cholera","Niger","Paikoro","2017-39","0"
"Measles","Niger","Rafi","2017-39","0"
"Meningitis","Niger","Rafi","2017-39","1"
"Cholera","Niger","Rafi","2017-39","11"
"Meningitis","Niger","Rijau","2017-39","0"
"Cholera","Niger","Rijau","2017-39","2"
"Measles","Niger","Shiroro","2017-39","0"
"Meningitis","Niger","Shiroro","2017-39","2"
"Measles","Niger","Suleja","2017-39","28"
"Cholera","Niger","Suleja","2017-39","1"
"Measles","Niger","Tafa","2017-39","1"
"Meningitis","Niger","Tafa","2017-39","0"
"Measles","Niger","Wushishi","2017-39","0"
"Meningitis","Niger","Wushishi","2017-39","4"
"Cholera","Niger","Wushishi","2017-39","17"
"Measles","Sokoto","Binji","2017-39","10"
"Meningitis","Sokoto","Binji","2017-39","0"
"Measles","Sokoto","Bodinga","2017-39","13"
"Meningitis","Sokoto","Bodinga","2017-39","0"
"Cholera","Sokoto","Bodinga","2017-39","0"
"Measles","Sokoto","Dange Shuni","2017-39","10"
"Meningitis","Sokoto","Dange Shuni","2017-39","44"
"Cholera","Sokoto","Dange Shuni","2017-39","8"
"Measles","Sokoto","Gada","2017-39","6"
"Meningitis","Sokoto","Gada","2017-39","8"
"Cholera","Sokoto","Gada","2017-39","0"
"Measles","Sokoto","Goronyo","2017-39","0"
"Meningitis","Sokoto","Goronyo","2017-39","22"
"Cholera","Sokoto","Goronyo","2017-39","0"
"Measles","Sokoto","Gudu","2017-39","3"
"Meningitis","Sokoto","Gudu","2017-39","26"
"Cholera","Sokoto","Gudu","2017-39","7"
"Measles","Sokoto","Gwadabawa","2017-39","0"
"Meningitis","Sokoto","Gwadabawa","2017-39","0"
"Cholera","Sokoto","Gwadabawa","2017-39","24"
"Measles","Sokoto","Illela","2017-39","2"
"Meningitis","Sokoto","Illela","2017-39","2"
"Cholera","Sokoto","Illela","2017-39","72"
"Measles","Sokoto","Isa","2017-39","30"
"Meningitis","Sokoto","Isa","2017-39","19"
"Cholera","Sokoto","Isa","2017-39","0"
"Measles","Sokoto","Kebbe","2017-39","14"
"Meningitis","Sokoto","Kebbe","2017-39","2"
"Cholera","Sokoto","Kebbe","2017-39","6"
"Measles","Sokoto","Kware","2017-39","0"
"Cholera","Sokoto","Kware","2017-39","1"
"Measles","Sokoto","Rabah","2017-39","45"
"Cholera","Sokoto","Rabah","2017-39","3"
"Measles","Sokoto","Sabon Birni","2017-39","2"
"Meningitis","Sokoto","Sabon Birni","2017-39","0"
"Cholera","Sokoto","Sabon Birni","2017-39","0"
"Measles","Sokoto","Shagari","2017-39","0"
"Meningitis","Sokoto","Shagari","2017-39","29"
"Cholera","Sokoto","Shagari","2017-39","3"
"Measles","Sokoto","Silame","2017-39","2"
