"disease","district","region","epiweek","cas","dec"
"Décès Maternels","Assinet","Batha","2017-11","21","1"
"Décès Maternels","Yao","Batha","2017-11","1",""
"Décès Maternels","Amdjarasse","Ennedi Est","2017-11","11",""
"Décès Maternels","Bahaï","Ennedi Est","2017-11","3","1"
"Décès Maternels","Kawra","Ennedi Est","2017-11","",""
"Décès Maternels","Fada","Ennedi Ouest","2017-11","",""
"Décès Maternels","Kalaït","Ennedi Ouest","2017-11","4","1"
"Décès Maternels","Massenya","Chari-Baguirmi","2017-11","11",""
"Décès Maternels","Dourbali","Chari-Baguirmi","2017-11","3",""
"Décès Maternels","Mandalia","Chari-Baguirmi","2017-11","3",""
"Décès Maternels","Bousso","Chari-Baguirmi","2017-11","7","1"
"Décès Maternels","Ba Illi","Chari-Baguirmi","2017-11","14","2"
"Décès Maternels","Kouno","Chari-Baguirmi","2017-11","12",""
"Décès Maternels","Mongo","Guera","2017-11","3",""
"Décès Maternels","Bitkine","Guera","2017-11","",""
"Décès Maternels","Melfi","Guera","2017-11","",""
"Décès Maternels","Mangalme","Guera","2017-11","",""
"Décès Maternels","Massakory","Hadjer Lamis","2017-11","17",""
"Décès Maternels","Bokoro","Hadjer Lamis","2017-11","1",""
"Décès Maternels","Massaguet","Hadjer Lamis","2017-11","7","1"
"Décès Maternels","Mani","Hadjer Lamis","2017-11","7",""
"Décès Maternels","Bardai","Tibesti","2017-11","","1"
"Décès Maternels","Zouar","Tibesti","2017-11","15","1"
"Décès Maternels","Mao","Kanem","2017-11","","1"
"Décès Maternels","Nokou","Kanem","2017-11","",""
"Décès Maternels","Rig Rig","Kanem","2017-11","",""
"Décès Maternels","Mondo","Kanem","2017-11","",""
"Décès Maternels","Moussoro","Barh-Elgazal","2017-11","","1"
"Décès Maternels","Chaddra","Barh-Elgazal","2017-11","",""
"Décès Maternels","Salal","Barh-Elgazal","2017-11","10","2"
"Décès Maternels","Michemire","Barh-Elgazal","2017-11","3",""
"Décès Maternels","Bol","Lac","2017-11","",""
"Décès Maternels","Bagassoula","Lac","2017-11","5",""
"Décès Maternels","Ngouri","Lac","2017-11","",""
"Décès Maternels","Kouloudia","Lac","2017-11","44","1"
"Décès Maternels","Liwa","Lac","2017-11","","2"
"Décès Maternels","Isseirom","Lac","2017-11","5",""
"Décès Maternels","Moundou","Logone Occidental","2017-11","4",""
"Décès Maternels","Laokassy","Logone Occidental","2017-11","9",""
"Décès Maternels","Benoye","Logone Occidental","2017-11","7","1"
"Décès Maternels","Doba","Logone Oriental","2017-11","1","1"
"Décès Maternels","Bodo","Logone Oriental","2017-11","16",""
"Décès Maternels","Bebeto","Logone Oriental","2017-11","","1"
"Décès Maternels","Bébédja","Logone Oriental","2017-11","17","1"
"Décès Maternels","Gore","Logone Oriental","2017-11","7",""
"Décès Maternels","Béssao","Logone Oriental","2017-11","2","1"
"Décès Maternels","Larmanaye","Logone Oriental","2017-11","31",""
"Décès Maternels","Koumra","Mandoul","2017-11","",""
"Décès Maternels","Goundi","Mandoul","2017-11","",""
"Décès Maternels","Moissala","Mandoul","2017-11","9","1"
"Décès Maternels","Bedjondo","Mandoul","2017-11","13",""
"Décès Maternels","Bouna","Mandoul","2017-11","1",""
"Décès Maternels","Bongor","Mayo-Kebbi-Est","2017-11","",""
"Décès Maternels","Gounou Gaya","Mayo-Kebbi-Est","2017-11","16","1"
"Décès Maternels","Guelendeng","Mayo-Kebbi-Est","2017-11","1",""
"Décès Maternels","Fianga","Mayo-Kebbi-Est","2017-11","","1"
"Décès Maternels","Pont Carol","Mayo-Kebbi-Est","2017-11","59",""
"Décès Maternels","Moulkou","Mayo-Kebbi-Est","2017-11","1",""
"Décès Maternels","Youe","Mayo-Kebbi-Est","2017-11","",""
"Décès Maternels","Pala","Mayo-Kebbi-Ouest","2017-11","1",""
"Décès Maternels","Lere","Mayo-Kebbi-Ouest","2017-11","",""
"Décès Maternels","Gagal","Mayo-Kebbi-Ouest","2017-11","","2"
"Décès Maternels","Torrock","Mayo-Kebbi-Ouest","2017-11","",""
"Décès Maternels","Lagon","Mayo-Kebbi-Ouest","2017-11","1",""
"Décès Maternels","Binder","Mayo-Kebbi-Ouest","2017-11","10",""
"Décès Maternels","Lame","Mayo-Kebbi-Ouest","2017-11","",""
"Décès Maternels","Sarh","Moyen-Chari","2017-11","",""
"Décès Maternels","Danamadji","Moyen-Chari","2017-11","23",""
"Décès Maternels","Kyabe","Moyen-Chari","2017-11","6",""
"Décès Maternels","Biobé Singako","Moyen-Chari","2017-11","",""
"Décès Maternels","Ndjamena-Nord","Ndjamena","2017-11","1",""
"Décès Maternels","Ndjamena-Centre","Ndjamena","2017-11","","1"
"Décès Maternels","Ndjamena-Sud","Ndjamena","2017-11","","1"
"Décès Maternels","Ndjamena-Est","Ndjamena","2017-11","29",""
"Décès Maternels","Faya","Borkou","2017-11","7",""
"Décès Maternels","Kirdimi","Borkou","2017-11","","1"
"Décès Maternels","Abeche","Ouaddai","2017-11","1",""
"Décès Maternels","Abdi","Ouaddai","2017-11","",""
"Décès Maternels","Adre","Ouaddai","2017-11","","1"
"Décès Maternels","Abougoudam","Ouaddai","2017-11","7","1"
"Décès Maternels","Gozbeida","Sila","2017-11","3",""
"Décès Maternels","Amdam","Sila","2017-11","",""
"Décès Maternels","Tissi","Sila","2017-11","1",""
"Décès Maternels","Koukou Angarana","Sila","2017-11","3","2"
"Décès Maternels","Amtiman","Salamat","2017-11","5",""
"Décès Maternels","Aboudeia","Salamat","2017-11","12",""
"Décès Maternels","Haraze Mangueigne","Salamat","2017-11","4","2"
"Décès Maternels","Lai","Tandjile","2017-11","13",""
"Décès Maternels","Dono Manga","Tandjile","2017-11","13","2"
"Décès Maternels","Kelo","Tandjile","2017-11","3",""
"Décès Maternels","Bere","Tandjile","2017-11","",""
"Décès Maternels","Daffra","Tandjile","2017-11","2",""
"Décès Maternels","Biltine","Wadi Fira","2017-11","2",""
"Décès Maternels","Guereda","Wadi Fira","2017-11","13",""
"Décès Maternels","Iriba","Wadi Fira","2017-11","3",""
"Décès Maternels","Matadjana","Wadi Fira","2017-11","",""
"Fièvre Jaune","Ati","Batha","2017-11","",""
"Fièvre Jaune","Oum Hadjer","Batha","2017-11","","2"
"Fièvre Jaune","Alifat","Batha","2017-11","2","2"
"Fièvre Jaune","Assinet","Batha","2017-11","13",""
"Fièvre Jaune","Yao","Batha","2017-11","4",""
"Fièvre Jaune","Amdjarasse","Ennedi Est","2017-11","1","1"
"Fièvre Jaune","Bahaï","Ennedi Est","2017-11","3",""
"Fièvre Jaune","Kawra","Ennedi Est","2017-11","","2"
"Fièvre Jaune","Fada","Ennedi Ouest","2017-11","1","1"
"Fièvre Jaune","Kalaït","Ennedi Ouest","2017-11","16",""
"Fièvre Jaune","Massenya","Chari-Baguirmi","2017-11","3",""
"Fièvre Jaune","Dourbali","Chari-Baguirmi","2017-11","",""
"Fièvre Jaune","Mandalia","Chari-Baguirmi","2017-11","22",""
"Fièvre Jaune","Bousso","Chari-Baguirmi","2017-11","3","2"
"Fièvre Jaune","Ba Illi","Chari-Baguirmi","2017-11","14",""
"Fièvre Jaune","Kouno","Chari-Baguirmi","2017-11","",""
"Fièvre Jaune","Mongo","Guera","2017-11","6",""
"Fièvre Jaune","Bitkine","Guera","2017-11","4","1"
"Fièvre Jaune","Melfi","Guera","2017-11","",""
"Fièvre Jaune","Mangalme","Guera","2017-11","3",""
"Fièvre Jaune","Massakory","Hadjer Lamis","2017-11","2",""
"Fièvre Jaune","Bokoro","Hadjer Lamis","2017-11","8",""
"Fièvre Jaune","Massaguet","Hadjer Lamis","2017-11","1","1"
"Fièvre Jaune","Mani","Hadjer Lamis","2017-11","16",""
"Fièvre Jaune","Bardai","Tibesti","2017-11","2",""
"Fièvre Jaune","Zouar","Tibesti","2017-11","9","1"
"Fièvre Jaune","Mao","Kanem","2017-11","13",""
"Fièvre Jaune","Nokou","Kanem","2017-11","9",""
"Fièvre Jaune","Rig Rig","Kanem","2017-11","5","2"
"Fièvre Jaune","Mondo","Kanem","2017-11","4",""
"Fièvre Jaune","Moussoro","Barh-Elgazal","2017-11","",""
"Fièvre Jaune","Chaddra","Barh-Elgazal","2017-11","4","2"
"Fièvre Jaune","Salal","Barh-Elgazal","2017-11","11",""
"Fièvre Jaune","Michemire","Barh-Elgazal","2017-11","","1"
"Fièvre Jaune","Bol","Lac","2017-11","65",""
"Fièvre Jaune","Bagassoula","Lac","2017-11","",""
"Fièvre Jaune","Ngouri","Lac","2017-11","",""
"Fièvre Jaune","Kouloudia","Lac","2017-11","",""
"Fièvre Jaune","Liwa","Lac","2017-11","1",""
"Fièvre Jaune","Isseirom","Lac","2017-11","",""
"Fièvre Jaune","Moundou","Logone Occidental","2017-11","4",""
"Fièvre Jaune","Laokassy","Logone Occidental","2017-11","3",""
"Fièvre Jaune","Benoye","Logone Occidental","2017-11","42","1"
"Fièvre Jaune","Doba","Logone Oriental","2017-11","",""
"Fièvre Jaune","Bodo","Logone Oriental","2017-11","",""
"Fièvre Jaune","Bebeto","Logone Oriental","2017-11","11",""
"Fièvre Jaune","Bébédja","Logone Oriental","2017-11","","2"
"Fièvre Jaune","Gore","Logone Oriental","2017-11","3",""
"Fièvre Jaune","Béssao","Logone Oriental","2017-11","","1"
"Fièvre Jaune","Larmanaye","Logone Oriental","2017-11","","1"
"Fièvre Jaune","Koumra","Mandoul","2017-11","5","1"
"Fièvre Jaune","Goundi","Mandoul","2017-11","","1"
"Fièvre Jaune","Moissala","Mandoul","2017-11","13",""
"Fièvre Jaune","Bedjondo","Mandoul","2017-11","",""
"Fièvre Jaune","Bouna","Mandoul","2017-11","1",""
"Fièvre Jaune","Bongor","Mayo-Kebbi-Est","2017-11","",""
"Fièvre Jaune","Gounou Gaya","Mayo-Kebbi-Est","2017-11","2","2"
"Fièvre Jaune","Guelendeng","Mayo-Kebbi-Est","2017-11","5",""
"Fièvre Jaune","Fianga","Mayo-Kebbi-Est","2017-11","","1"
"Fièvre Jaune","Pont Carol","Mayo-Kebbi-Est","2017-11","1","1"
"Fièvre Jaune","Moulkou","Mayo-Kebbi-Est","2017-11","",""
"Fièvre Jaune","Youe","Mayo-Kebbi-Est","2017-11","","1"
"Fièvre Jaune","Pala","Mayo-Kebbi-Ouest","2017-11","3",""
"Fièvre Jaune","Lere","Mayo-Kebbi-Ouest","2017-11","","1"
"Fièvre Jaune","Gagal","Mayo-Kebbi-Ouest","2017-11","",""
"Fièvre Jaune","Torrock","Mayo-Kebbi-Ouest","2017-11","28",""
"Fièvre Jaune","Lagon","Mayo-Kebbi-Ouest","2017-11","",""
"Fièvre Jaune","Binder","Mayo-Kebbi-Ouest","2017-11","",""
"Fièvre Jaune","Lame","Mayo-Kebbi-Ouest","2017-11","6",""
"Fièvre Jaune","Sarh","Moyen-Chari","2017-11","","1"
"Fièvre Jaune","Danamadji","Moyen-Chari","2017-11","1",""
"Fièvre Jaune","Kyabe","Moyen-Chari","2017-11","","1"
"Fièvre Jaune","Biobé Singako","Moyen-Chari","2017-11","",""
"Fièvre Jaune","Ndjamena-Nord","Ndjamena","2017-11","1",""
"Fièvre Jaune","Ndjamena-Centre","Ndjamena","2017-11","2","2"
"Fièvre Jaune","Ndjamena-Sud","Ndjamena","2017-11","11","1"
"Fièvre Jaune","Ndjamena-Est","Ndjamena","2017-11","2",""
"Fièvre Jaune","Faya","Borkou","2017-11","13",""
"Fièvre Jaune","Kirdimi","Borkou","2017-11","2","1"
"Fièvre Jaune","Abeche","Ouaddai","2017-11","3",""
"Fièvre Jaune","Abdi","Ouaddai","2017-11","","1"
"Fièvre Jaune","Adre","Ouaddai","2017-11","",""
"Fièvre Jaune","Abougoudam","Ouaddai","2017-11","2",""
"Fièvre Jaune","Gozbeida","Sila","2017-11","1",""
"Fièvre Jaune","Amdam","Sila","2017-11","",""
"Fièvre Jaune","Tissi","Sila","2017-11","27",""
"Fièvre Jaune","Koukou Angarana","Sila","2017-11","11",""
"Fièvre Jaune","Amtiman","Salamat","2017-11","19","2"
"Fièvre Jaune","Aboudeia","Salamat","2017-11","14",""
"Fièvre Jaune","Haraze Mangueigne","Salamat","2017-11","7","2"
"Fièvre Jaune","Lai","Tandjile","2017-11","12",""
"Fièvre Jaune","Dono Manga","Tandjile","2017-11","",""
"Fièvre Jaune","Kelo","Tandjile","2017-11","13",""
"Fièvre Jaune","Bere","Tandjile","2017-11","",""
"Fièvre Jaune","Daffra","Tandjile","2017-11","11",""
"Fièvre Jaune","Biltine","Wadi Fira","2017-11","2","2"
"Fièvre Jaune","Guereda","Wadi Fira","2017-11","2","1"
"Fièvre Jaune","Iriba","Wadi Fira","2017-11","10",""
"Fièvre Jaune","Matadjana","Wadi Fira","2017-11","9",""
"PFA","Ati","Batha","2017-11","5","1"
"PFA","Oum Hadjer","Batha","2017-11","3",""
"PFA","Alifat","Batha","2017-11","",""
"PFA","Assinet","Batha","2017-11","31",""
"PFA","Yao","Batha","2017-11","",""
"PFA","Amdjarasse","Ennedi Est","2017-11","3",""
"PFA","Bahaï","Ennedi Est","2017-11","2",""
"PFA","Kawra","Ennedi Est","2017-11","",""
"PFA","Fada","Ennedi Ouest","2017-11","2",""
"PFA","Kalaït","Ennedi Ouest","2017-11","6",""
"PFA","Massenya","Chari-Baguirmi","2017-11","",""
"PFA","Dourbali","Chari-Baguirmi","2017-11","2","1"
"PFA","Mandalia","Chari-Baguirmi","2017-11","21",""
"PFA","Bousso","Chari-Baguirmi","2017-11","12",""
"PFA","Ba Illi","Chari-Baguirmi","2017-11","3","2"
"PFA","Kouno","Chari-Baguirmi","2017-11","4",""
"PFA","Mongo","Guera","2017-11","4",""
"PFA","Bitkine","Guera","2017-11","1","2"
"PFA","Melfi","Guera","2017-11","2",""
"PFA","Mangalme","Guera","2017-11","2",""
"PFA","Massakory","Hadjer Lamis","2017-11","24",""
"PFA","Bokoro","Hadjer Lamis","2017-11","4","1"
"PFA","Massaguet","Hadjer Lamis","2017-11","13",""
"PFA","Mani","Hadjer Lamis","2017-11","2",""
"PFA","Bardai","Tibesti","2017-11","",""
"PFA","Zouar","Tibesti","2017-11","",""
"PFA","Mao","Kanem","2017-11","",""
"PFA","Nokou","Kanem","2017-11","1",""
"PFA","Rig Rig","Kanem","2017-11","3",""
"PFA","Mondo","Kanem","2017-11","","1"
"PFA","Moussoro","Barh-Elgazal","2017-11","",""
"PFA","Chaddra","Barh-Elgazal","2017-11","4",""
"PFA","Salal","Barh-Elgazal","2017-11","",""
"PFA","Michemire","Barh-Elgazal","2017-11","1","1"
"PFA","Bol","Lac","2017-11","",""
"PFA","Bagassoula","Lac","2017-11","38",""
"PFA","Ngouri","Lac","2017-11","",""
"PFA","Kouloudia","Lac","2017-11","15","1"
"PFA","Liwa","Lac","2017-11","4",""
"PFA","Isseirom","Lac","2017-11","11",""
"PFA","Moundou","Logone Occidental","2017-11","12",""
"PFA","Laokassy","Logone Occidental","2017-11","20","2"
"PFA","Benoye","Logone Occidental","2017-11","4",""
"PFA","Doba","Logone Oriental","2017-11","15",""
"PFA","Bodo","Logone Oriental","2017-11","","2"
"PFA","Bebeto","Logone Oriental","2017-11","4",""
"PFA","Bébédja","Logone Oriental","2017-11","6","2"
"PFA","Gore","Logone Oriental","2017-11","","1"
"PFA","Béssao","Logone Oriental","2017-11","4",""
"PFA","Larmanaye","Logone Oriental","2017-11","6",""
"PFA","Koumra","Mandoul","2017-11","25","1"
"PFA","Goundi","Mandoul","2017-11","3",""
"PFA","Moissala","Mandoul","2017-11","17","2"
"PFA","Bedjondo","Mandoul","2017-11","",""
"PFA","Bouna","Mandoul","2017-11","",""
"PFA","Bongor","Mayo-Kebbi-Est","2017-11","",""
"PFA","Gounou Gaya","Mayo-Kebbi-Est","2017-11","2",""
"PFA","Guelendeng","Mayo-Kebbi-Est","2017-11","11",""
"PFA","Fianga","Mayo-Kebbi-Est","2017-11","","1"
"PFA","Pont Carol","Mayo-Kebbi-Est","2017-11","6",""
"PFA","Moulkou","Mayo-Kebbi-Est","2017-11","2","1"
"PFA","Youe","Mayo-Kebbi-Est","2017-11","3",""
"PFA","Pala","Mayo-Kebbi-Ouest","2017-11","29",""
"PFA","Lere","Mayo-Kebbi-Ouest","2017-11","3","1"
"PFA","Gagal","Mayo-Kebbi-Ouest","2017-11","","1"
"PFA","Torrock","Mayo-Kebbi-Ouest","2017-11","5",""
"PFA","Lagon","Mayo-Kebbi-Ouest","2017-11","25",""
"PFA","Binder","Mayo-Kebbi-Ouest","2017-11","6",""
"PFA","Lame","Mayo-Kebbi-Ouest","2017-11","10",""
"PFA","Sarh","Moyen-Chari","2017-11","",""
"PFA","Danamadji","Moyen-Chari","2017-11","2",""
"PFA","Kyabe","Moyen-Chari","2017-11","2",""
"PFA","Biobé Singako","Moyen-Chari","2017-11","7",""
"PFA","Ndjamena-Nord","Ndjamena","2017-11","6",""
"PFA","Ndjamena-Centre","Ndjamena","2017-11","4",""
"PFA","Ndjamena-Sud","Ndjamena","2017-11","8",""
"PFA","Ndjamena-Est","Ndjamena","2017-11","2",""
"PFA","Faya","Borkou","2017-11","",""
"PFA","Kirdimi","Borkou","2017-11","7",""
"PFA","Abeche","Ouaddai","2017-11","2",""
"PFA","Abdi","Ouaddai","2017-11","25",""
"PFA","Adre","Ouaddai","2017-11","","1"
"PFA","Abougoudam","Ouaddai","2017-11","7",""
"PFA","Gozbeida","Sila","2017-11","","2"
"PFA","Amdam","Sila","2017-11","1",""
"PFA","Tissi","Sila","2017-11","1",""
"PFA","Koukou Angarana","Sila","2017-11","",""
"PFA","Amtiman","Salamat","2017-11","13","1"
"PFA","Aboudeia","Salamat","2017-11","4",""
"PFA","Haraze Mangueigne","Salamat","2017-11","14","2"
"PFA","Lai","Tandjile","2017-11","2",""
"PFA","Dono Manga","Tandjile","2017-11","",""
"PFA","Kelo","Tandjile","2017-11","",""
"PFA","Bere","Tandjile","2017-11","1","1"
"PFA","Daffra","Tandjile","2017-11","1",""
"PFA","Biltine","Wadi Fira","2017-11","4",""
"PFA","Guereda","Wadi Fira","2017-11","12",""
"PFA","Iriba","Wadi Fira","2017-11","",""
"PFA","Matadjana","Wadi Fira","2017-11","1",""
"TNN","Ati","Batha","2017-11","8",""
"TNN","Oum Hadjer","Batha","2017-11","",""
"TNN","Alifat","Batha","2017-11","",""
"TNN","Assinet","Batha","2017-11","1",""
"TNN","Yao","Batha","2017-11","17",""
"TNN","Amdjarasse","Ennedi Est","2017-11","",""
"TNN","Bahaï","Ennedi Est","2017-11","1","1"
"TNN","Kawra","Ennedi Est","2017-11","",""
"TNN","Fada","Ennedi Ouest","2017-11","3",""
"TNN","Kalaït","Ennedi Ouest","2017-11","2",""
"TNN","Massenya","Chari-Baguirmi","2017-11","1",""
"TNN","Dourbali","Chari-Baguirmi","2017-11","","1"
"TNN","Mandalia","Chari-Baguirmi","2017-11","",""
"TNN","Bousso","Chari-Baguirmi","2017-11","",""
"TNN","Ba Illi","Chari-Baguirmi","2017-11","",""
"TNN","Kouno","Chari-Baguirmi","2017-11","20",""
"TNN","Mongo","Guera","2017-11","",""
"TNN","Bitkine","Guera","2017-11","38","1"
"TNN","Melfi","Guera","2017-11","31",""
"TNN","Mangalme","Guera","2017-11","9",""
"TNN","Massakory","Hadjer Lamis","2017-11","3","1"
"TNN","Bokoro","Hadjer Lamis","2017-11","3",""
"TNN","Massaguet","Hadjer Lamis","2017-11","2",""
"TNN","Mani","Hadjer Lamis","2017-11","2",""
"TNN","Bardai","Tibesti","2017-11","2",""
"TNN","Zouar","Tibesti","2017-11","",""
"TNN","Mao","Kanem","2017-11","1","1"
"TNN","Nokou","Kanem","2017-11","",""
"TNN","Rig Rig","Kanem","2017-11","",""
"TNN","Mondo","Kanem","2017-11","1",""
"TNN","Moussoro","Barh-Elgazal","2017-11","4",""
"TNN","Chaddra","Barh-Elgazal","2017-11","11",""
"TNN","Salal","Barh-Elgazal","2017-11","27",""
"TNN","Michemire","Barh-Elgazal","2017-11","",""
"TNN","Bol","Lac","2017-11","9","1"
"TNN","Bagassoula","Lac","2017-11","1",""
"TNN","Ngouri","Lac","2017-11","20",""
"TNN","Kouloudia","Lac","2017-11","21",""
"TNN","Liwa","Lac","2017-11","26",""
"TNN","Isseirom","Lac","2017-11","","2"
"TNN","Moundou","Logone Occidental","2017-11","1","1"
"TNN","Laokassy","Logone Occidental","2017-11","1",""
"TNN","Benoye","Logone Occidental","2017-11","11",""
"TNN","Doba","Logone Oriental","2017-11","1",""
"TNN","Bodo","Logone Oriental","2017-11","",""
"TNN","Bebeto","Logone Oriental","2017-11","30","1"
"TNN","Bébédja","Logone Oriental","2017-11","",""
"TNN","Gore","Logone Oriental","2017-11","1","2"
"TNN","Béssao","Logone Oriental","2017-11","5",""
"TNN","Larmanaye","Logone Oriental","2017-11","11",""
"TNN","Koumra","Mandoul","2017-11","12","2"
"TNN","Goundi","Mandoul","2017-11","2","1"
"TNN","Moissala","Mandoul","2017-11","4",""
"TNN","Bedjondo","Mandoul","2017-11","5",""
"TNN","Bouna","Mandoul","2017-11","2",""
"TNN","Bongor","Mayo-Kebbi-Est","2017-11","","1"
"TNN","Gounou Gaya","Mayo-Kebbi-Est","2017-11","","2"
"TNN","Guelendeng","Mayo-Kebbi-Est","2017-11","20","2"
